Anno,Quartiere,NIL,Uomini,Donne,Totale,Minori,Stranieri,Famiglie,Famiglie unipersonali,80 e più soli,Nati,Morti,Emigrati,Immigrati,80 e più,65 e più,Scuola dell'infanzia (numero),Scuola primaria (numero),Scuola secondaria di primo grado (numero),Area (metri quadrati),fermate linee superficie,fermate metro,piste ciclabili (m)
2013,Comasina,82,4681,4757,9438,1704,3114,4443,1877,344,107,101,456,385,660,1918,3,2,2,926734 .56,24,1,0
2013,Corsica,25,8661,10330,18991,2652,2944,9378,4121,766,159,208,699,706,1646,4754,6,3,3,1081329 .7,35,2,1930
2013,De Angeli - Monte Rosa,58,9316,11439,20755,3201,2746,10388,4783,826,167,239,774,852,1741,5193,3,2,3,1323078 .54,249,2,1550
2013,Dergano,79,11684,10501,22185,3597,7773,10829,5070,552,218,161,1107,1287,1161,3872,3,3,3,1358615 .04,29,3,325
2013,Duomo,1,7904,8726,16630,2618,2374,8199,3742,518,136,140,1091,837,1052,3707,4,4,3,2341704 .07,106,8,0
2013,Ex OM - Morivione,37,3707,4090,7797,1322,1373,3605,1545,199,77,125,286,356,568,1643,3,2,1,817976 .68,10,0,510
2013,Farini,78,2111,1863,3974,563,1463,1944,882,82,48,27,243,287,156,611,0,0,0,1010230 .89,17,0,325
2013,Figino,63,848,880,1728,269,303,862,396,46,14,17,47,63,99,353,2,2,1,1424713 .85,11,0,0
2013,Forze Armate,56,11246,12539,23785,3482,4039,12008,5480,819,165,254,880,808,1675,6158,7,5,2,3206902 .39,66,2,0
2013,Gallaratese,65,15188,17328,32516,4345,2835,16548,7322,1442,196,431,802,782,3296,11480,6,6,3,3894538 .21,87,5,2570
2013,Garibaldi Repubblica,9,2464,2730,5194,687,767,2537,1174,176,53,45,295,279,359,1105,1,0,0,785668 .25,27,2,1290
2013,Ghisolfa,70,8159,9178,17337,2691,3137,8613,3769,708,150,186,632,690,1425,3901,0,0,0,1051452 .21,32,0,203
2013,Giambellino,49,15122,16714,31836,5063,8180,16260,7771,1236,309,332,1247,1405,2336,7229,2,2,2,1965274 .21,57,4,1890
2013,Giardini Porta Venezia,3,23,24,47,6,8,20,8,0,1,0,5,2,1,6,1,0,0,249646 .83,3,0,0
2013,Gratosoglio - Ticinello,41,8935,9784,18719,2922,2652,8662,3265,625,95,207,544,441,1560,5595,3,4,2,3312818 .32,37,0,2153
2013,Greco,13,7364,7773,15137,2367,3726,7432,3279,593,137,136,673,784,1227,3417,2,2,2,1768669 .43,35,0,3460
2013,Guastalla,4,6831,8108,14939,2255,2047,7371,3215,524,109,137,696,602,1111,3662,6,7,9,1548020 .74,52,2,0
2013,Isola,11,10795,11478,22273,3115,4338,10982,4884,725,208,192,1257,1175,1493,4707,3,2,2,1322966 .34,53,1,285
2013,Lambrate,23,5195,5407,10602,1801,2189,5067,2331,293,104,103,421,452,704,2044,5,4,2,3096861 .87,39,0,1595
2013,Lodi - Corvetto,35,17465,18698,36163,5287,9341,18089,8223,1469,320,421,1646,1743,2989,8865,9,7,4,3639092 .52,54,4,1680
2013,Lorenteggio,53,6254,7068,13322,2081,1893,6271,2438,639,91,158,383,482,1462,3809,5,5,2,2635327 .1,44,0,2100
2013,Loreto,20,22914,21371,44285,6248,15708,21595,9726,1163,412,369,2643,2948,2383,7790,7,5,3,1747565 .53,56,2,640
2013,Maciachini - Maggiolina,12,12330,13676,26006,3706,5402,13063,6007,1043,209,283,1025,1016,2117,6185,8,3,2,1674980 .95,51,1,458
2013,Magenta - S. Vittore,7,7981,9250,17231,2968,2108,8310,3398,579,146,151,845,771,1195,3877,6,6,4,1390146 .88,58,4,1840
2013,Maggiore - Musocco,72,2357,2531,4888,774,772,2700,1272,184,49,49,143,163,312,1284,2,2,1,3030188 .71,47,0,0
2013,Mecenate,30,8684,10156,18840,2782,2888,9508,4201,1051,140,285,593,528,2260,5704,5,4,2,3821389 .97,86,0,1940
2013,Muggiano,54,1512,1516,3028,742,194,1337,520,38,32,11,77,78,70,315,1,1,0,444218 .42,7,0,1040
2013,Navigli,44,8026,9012,17038,2424,2516,8573,4134,526,182,153,875,857,1074,3418,4,1,0,1483927 .87,58,2,8020
2013,Niguarda - Cà Granda,14,17330,19376,36706,5329,5161,18452,8247,1509,263,445,1173,1172,3152,10187,10,6,4,4251281 .95,115,0,859
2013,Ortomercato,29,2114,2038,4152,594,1541,2052,988,155,35,42,177,211,318,922,1,1,0,1402519 .65,15,0,1400
2013,Padova,19,17920,18252,36172,5195,12280,17895,8085,1257,313,345,1841,1896,2637,7995,7,4,3,2061945 .5,49,2,650
2013,Pagano,68,7889,9078,16967,3161,1817,8090,3439,622,140,146,608,582,1324,3931,2,2,2,1289734 .29,53,1,1887
2013,Parco Agricolo Sud,87,165,157,322,74,32,135,56,7,5,1,9,32,10,38,0,0,0,5844580 .12,1,0,2750
2013,Parco Bosco in Città,88,224,233,457,117,187,221,113,9,5,1,53,70,12,64,0,0,0,7837668 .61,22,0,100
2013,Parco dei Navigli,86,175,130,305,60,47,134,65,3,5,5,18,21,4,25,0,0,0,3617836 .27,2,0,0
2013,Parco delle Abbazie,85,262,212,474,130,221,219,111,9,12,3,20,31,10,41,0,0,0,13722000,22,0,1940
2013,Parco Forlanini - Ortica,24,538,450,988,149,309,526,286,28,4,6,68,59,37,126,0,0,0,2925814 .52,16,1,3800
2013,Parco Lambro - Cimiano,18,9112,10604,19716,2695,3064,10001,4470,1054,118,256,658,693,2104,5748,7,4,3,4971969 .5,61,3,1940
2013,Parco Monlué - Ponte Lambro,31,2653,2427,5080,1005,1818,2258,1005,88,57,25,346,303,161,707,1,1,0,2639289 .21,21,0,3430
2013,Parco Nord,84,64,64,128,22,43,58,29,2,0,0,15,9,3,14,1,1,0,1533639 .39,12,0,1200
2013,Parco Sempione,8,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,470434 .33,8,0,1350
2013,Porta Romana,27,7688,8659,16347,2262,1994,8231,3744,551,148,149,673,770,1047,3458,1,2,1,1002793 .53,36,1,420
2013,Portello,67,3601,4135,7736,1082,813,3890,1726,393,45,72,189,226,794,2189,3,3,1,909636 .6,22,0,0
2013,QT 8,66,1821,2196,4017,615,421,1943,811,227,30,64,123,112,453,1077,3,2,1,1024437 .42,18,1,917
2013,Quarto Cagnino,61,4605,4848,9453,1411,927,4552,1845,254,55,95,205,231,609,2505,3,1,1,986391 .48,29,0,630
2013,Quarto Oggiaro,76,15096,16266,31362,5160,6952,15397,6775,1158,224,376,1154,921,2447,7220,7,5,3,2778263 .75,47,2,840
2013,Quinto Romano,62,2386,2481,4867,665,456,2363,958,116,22,29,126,118,248,1134,1,1,0,1645859 .77,19,0,1680
2013,Quintosole,39,573,171,744,75,135,174,98,7,7,9,74,148,9,89,0,0,0,1057528 .77,4,0,0
2013,Ripamonti,38,6696,7071,13767,2134,1707,6629,2507,404,114,97,425,507,855,3550,4,2,1,1853233 .5,34,0,930
2013,Rogoredo,33,4830,4552,9382,1837,1718,4599,2055,198,153,62,363,433,376,1332,2,1,1,1200161 .64,8,0,0
2013,Ronchetto delle Rane,40,412,374,786,192,132,317,97,15,5,1,11,13,28,94,0,0,0,188870 .6,1,0,0
2013,Ronchetto sul Naviglio,48,6997,7625,14622,2062,1874,7402,3201,493,128,155,489,433,1050,4108,4,4,3,2406775 .2,39,0,4430
2013,S. Cristoforo,45,6311,6766,13077,1950,2428,7022,3583,399,132,128,523,543,775,2996,5,1,1,1596174 .14,37,0,4200
2013,S. Siro,60,6237,6656,12893,2387,2594,5851,2011,362,77,115,559,505,876,2865,6,8,4,3435307 .37,65,0,0
2013,Sacco,74,138,111,249,37,47,114,42,4,4,1,12,9,12,46,0,0,0,708465 .8,4,0,2204
2013,Sarpi,69,13768,16009,29777,4722,5356,14580,6648,995,319,269,1241,1351,2055,6188,4,4,3,1811914 .53,70,0,0
2013,Scalo Romana,36,6071,5491,11562,1689,3983,5743,2776,247,116,75,599,945,484,1996,0,1,0,1736727 .98,26,0,2000
2013,Selinunte,57,12689,13653,26342,4200,9136,13493,6693,1101,276,297,1380,1464,2049,5878,2,1,0,984925 .54,47,0,0
2013,Stadera,42,14750,15500,30250,4752,6059,15912,7648,1116,272,265,1058,1216,2171,6785,8,5,3,3232237 .35,47,1,2600
2013,Stephenson,75,34,25,59,6,12,27,11,1,2,0,2,4,3,13,0,0,0,560097 .89,0,0,0
2013,Tibaldi,43,5599,6100,11699,1477,2092,6170,3115,529,97,118,534,554,951,2935,2,1,1,786214 .31,22,0,0
2013,Ticinese,6,9314,10637,19951,2712,2555,10043,4698,612,168,159,868,963,1257,4337,8,3,2,1255064 .75,37,0,184
2013,Tortona,50,6790,8193,14983,2322,1431,7250,3010,569,128,158,522,505,1173,3686,4,2,0,996786 .39,23,1,730
2013,Tre Torri,59,641,774,1415,272,193,652,270,64,8,15,48,37,120,326,0,0,0,513316 .34,14,0,780
2013,Trenno,64,2122,2044,4166,546,270,1972,779,96,23,29,178,202,205,1069,2,0,0,489710 .56,13,0,225
2013,Triulzo Superiore,32,896,617,1513,257,1035,810,494,17,16,4,149,154,31,117,0,0,0,1395022 .03,14,1,0
2013,Umbria - Molise,28,10684,11910,22594,3192,4716,11290,5186,901,205,247,1030,1035,1819,5349,3,1,1,1192396 .73,43,1,2910
2013,Viale Monza,16,13637,14243,27880,4201,6507,14150,6519,845,282,236,1154,1234,1729,6248,9,6,2,3005623 .49,64,4,0
2013,Vigentina,5,6396,7279,13675,2150,1701,6460,2670,516,104,129,621,591,1145,3358,4,3,3,1135239 .32,39,0,0
2013,Villapizzone,71,19759,20482,40241,6403,12721,19886,8973,1478,373,413,1795,1906,2941,8416,11,8,3,3427070 .6,84,0,902
2013,Washington,51,11757,14634,26391,4246,2913,13397,6124,1131,216,254,1009,857,2227,6550,4,3,3,1306450 .76,59,0,2440
2013,XXII Marzo,26,14078,16721,30799,4534,3210,15290,6838,1174,228,290,1220,1134,2420,7621,5,3,3,1637499 .71,68,0,1140
2014,Adriano,17,7966,7681,15647,3020,3171,7075,2818,279,161,87,564,535,576,2405,3,1,0,2431560 .11,34,0,1360
2014,Affori,80,12021,12017,24038,3999,6844,11672,4950,667,265,181,1066,938,1395,4793,6,3,2,2070893 .65,21,2,1550
2014,Baggio,55,13987,15435,29422,4625,5098,14721,6593,1090,237,307,851,837,2312,7846,7,3,2,3478599 .96,55,0,0
2014,Bande Nere,52,19652,23638,43290,6077,6343,22025,10011,2243,337,565,1592,1510,4732,12542,15,7,7,2663880 .93,73,3,0
2014,Barona,46,7964,9057,17021,2357,2190,7921,3132,687,98,217,376,319,1507,5320,3,3,1,2006324 .59,59,0,1240
2014,Bicocca,15,4086,3952,8038,1410,1304,3827,1617,141,102,35,363,535,309,1247,0,0,0,1534521 .13,39,3,3070
2014,Bovisa,77,6609,6393,13002,1978,4527,7044,3833,440,136,91,656,609,777,2359,4,2,1,1913132 .63,27,1,3470
2014,Bovisasca,81,3411,3811,7222,1091,935,3334,1234,255,53,100,190,157,640,1964,3,1,1,1576826 .44,23,0,0
2014,Brera,2,8275,9574,17849,2848,2430,8938,4115,616,155,148,944,874,1224,4174,6,6,5,1637395 .23,63,4,1354
2014,Bruzzano,83,6176,6523,12699,2079,2290,6099,2385,341,139,106,415,340,795,2973,3,2,1,1667691 .29,21,1,0
2014,Buenos Aires - Venezia,21,28309,32571,60880,9113,7410,30288,13456,2142,479,510,2787,2384,4409,14170,9,5,4,2877542 .27,119,5,1220
2014,Cantalupa,47,250,237,487,82,77,252,118,4,4,2,8,26,6,83,0,0,0,926716 .81,2,0,1460
2014,Cascina Triulza - Expo,73,552,75,627,14,81,22,8,0,0,1,93,185,0,27,0,0,0,1729126 .9,1,0,2204
2014,Centrale,10,8862,8594,17456,2446,4119,8457,3752,524,153,130,877,922,1124,3618,3,3,3,1556077 .52,65,5,878
2014,Chiaravalle,34,561,545,1106,147,149,528,214,24,5,12,45,22,51,231,1,0,0,311640 .12,4,0,0
2014,Città Studi,22,16518,19619,36137,4938,5462,18240,8341,1617,291,382,1542,1294,3263,9356,7,8,5,2207487 .44,88,2,564
2014,Comasina,82,4649,4778,9427,1753,3033,4385,1885,369,89,82,350,297,674,1925,3,2,2,926734 .56,24,1,0
2014,Corsica,25,8658,10286,18944,2668,2770,9390,4127,803,174,179,692,644,1709,4789,5,3,3,1081329 .7,35,2,1930
2014,De Angeli - Monte Rosa,58,9238,11361,20599,3192,2458,10352,4741,819,134,216,961,786,1768,5163,3,2,3,1323078 .54,249,2,1550
2014,Dergano,79,11536,10679,22215,3705,7636,10861,5083,594,229,143,1023,1088,1242,3892,3,3,3,1358615 .04,29,3,325
2014,Duomo,1,7867,8535,16402,2614,2046,8073,3645,513,140,138,836,780,1051,3661,4,4,3,2341704 .07,106,8,0
2014,Ex OM - Morivione,37,3672,4031,7703,1327,1285,3548,1495,203,69,115,362,264,565,1667,3,2,1,817976 .68,10,0,510
2014,Farini,78,2064,1870,3934,559,1416,1924,853,77,36,27,219,243,155,619,0,0,0,1010230 .89,17,0,325
2014,Figino,63,834,870,1704,268,297,837,378,44,10,16,85,55,96,360,2,2,1,1424713 .85,11,0,0
2014,Forze Armate,56,11505,12787,24292,3624,4097,12313,5643,868,199,257,656,755,1758,6241,7,5,2,3206902 .39,66,2,0
2014,Gallaratese,65,15136,17345,32481,4368,2845,16564,7385,1572,169,403,760,708,3572,11466,6,6,3,3894538 .21,87,5,2570
2014,Garibaldi Repubblica,9,2509,2766,5275,699,721,2599,1198,176,57,64,232,271,366,1124,1,0,0,785668 .25,27,2,1290
2014,Ghisolfa,70,8120,9131,17251,2720,2976,8546,3729,729,145,159,681,593,1439,3896,0,0,0,1051452 .21,32,0,203
2014,Giambellino,49,14986,16703,31689,5201,8004,16214,7714,1269,303,279,1306,1267,2385,7169,2,2,2,1965274 .21,57,4,1890
2014,Giardini Porta Venezia,3,27,25,52,12,10,18,5,0,2,0,6,4,1,5,1,0,0,249646 .83,3,0,0
2014,Gratosoglio - Ticinello,41,8815,9814,18629,2912,2614,8622,3277,701,98,187,570,318,1702,5615,3,4,2,3312818 .32,37,0,2153
2014,Greco,13,7316,7793,15109,2352,3660,7424,3292,613,134,133,624,630,1263,3422,2,2,2,1768669 .43,35,0,3460
2014,Guastalla,4,6821,8071,14892,2280,1847,7387,3227,535,109,125,621,563,1146,3671,6,7,9,1548020 .74,52,2,0
2014,Isola,11,10843,11528,22371,3167,4104,11060,4968,728,235,195,979,1121,1498,4674,3,2,2,1322966 .34,53,1,285
2014,Lambrate,23,5099,5416,10515,1802,2026,5079,2336,317,91,123,470,371,740,2073,5,4,2,3096861 .87,39,0,1595
2014,Lodi - Corvetto,35,17219,18679,35898,5363,9018,17987,8190,1536,309,409,1511,1333,3119,8848,9,7,4,3639092 .52,54,4,1680
2014,Lorenteggio,53,6306,7064,13370,2084,1902,6332,2504,659,98,177,383,371,1482,3805,5,5,2,2635327 .1,44,0,2100
2014,Loreto,20,22408,21365,43773,6332,15049,21416,9672,1200,427,339,2713,2417,2435,7827,7,5,3,1747565 .53,56,2,640
2014,Maciachini - Maggiolina,12,12277,13657,25934,3773,5197,12997,5993,1065,212,239,972,996,2147,6213,8,3,2,1674980 .95,51,1,458
2014,Magenta - S. Vittore,7,7879,9194,17073,2955,1839,8244,3343,582,139,151,801,649,1221,3912,6,6,4,1390146 .88,58,4,1840
2014,Maggiore - Musocco,72,2374,2547,4921,801,762,2710,1258,179,51,41,158,127,326,1328,2,2,1,3030188 .71,47,0,0
2014,Mecenate,30,8729,10204,18933,2807,2911,9617,4289,1116,128,225,539,538,2359,5646,5,4,2,3821389 .97,86,0,1940
2014,Muggiano,54,1517,1543,3060,743,205,1345,512,39,39,6,82,53,75,327,1,1,0,444218 .42,7,0,1040
2014,Navigli,44,7981,9015,16996,2440,2261,8537,4133,539,191,131,746,759,1087,3426,4,1,0,1483927 .87,58,2,8020
2014,Niguarda - Cà Granda,14,17318,19402,36720,5402,5005,18464,8269,1568,271,414,1204,901,3288,10198,10,6,4,4251281 .95,115,0,859
2014,Ortomercato,29,2109,2043,4152,627,1532,2063,996,160,48,31,216,217,318,906,1,1,0,1402519 .65,15,0,1400
2014,Padova,19,17687,18336,36023,5307,12056,17854,8087,1321,335,299,1652,1519,2756,8015,7,4,3,2061945 .5,49,2,650
2014,Pagano,68,7883,8995,16878,3099,1589,8041,3416,646,107,141,550,500,1358,4001,2,2,2,1289734 .29,53,1,1887
2014,Parco Agricolo Sud,87,171,153,324,73,36,141,59,7,7,4,15,14,13,43,0,0,0,5844580 .12,1,0,2750
2014,Parco Bosco in Città,88,224,223,447,112,176,205,103,8,4,4,27,22,11,67,0,0,0,7837668 .61,22,0,100
2014,Parco dei Navigli,86,177,126,303,58,44,129,60,2,4,1,15,13,4,24,0,0,0,3617836 .27,2,0,0
2014,Parco delle Abbazie,85,249,221,470,133,206,215,100,7,11,1,37,15,10,43,0,0,0,13722000,22,0,1940
2014,Parco Forlanini - Ortica,24,519,435,954,143,289,508,277,25,9,5,76,48,33,125,0,0,0,2925814 .52,16,1,3800
2014,Parco Lambro - Cimiano,18,9081,10561,19642,2765,2939,9965,4466,1099,161,236,740,619,2183,5752,7,4,3,4971969 .5,61,3,1940
2014,Parco Monlué - Ponte Lambro,31,2697,2415,5112,1020,1803,2218,956,95,60,21,335,313,171,749,1,1,0,2639289 .21,21,0,3430
2014,Parco Nord,84,46,54,100,19,28,48,21,2,1,0,20,2,3,15,1,1,0,1533639 .39,12,0,1200
2014,Parco Sempione,8,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,470434 .33,8,0,1350
2014,Porta Romana,27,7598,8619,16217,2239,1697,8271,3782,561,148,116,700,661,1080,3508,1,2,1,1002793 .53,36,1,420
2014,Portello,67,3630,4170,7800,1124,743,3923,1754,401,59,86,263,211,804,2182,3,3,1,909636 .6,22,0,0
2014,QT 8,66,1836,2207,4043,642,386,1951,836,240,32,50,113,109,448,1087,3,2,1,1024437 .42,18,1,917
2014,Quarto Cagnino,61,4541,4854,9395,1388,882,4539,1869,268,59,94,243,192,648,2551,3,1,1,986391 .48,29,0,630
2014,Quarto Oggiaro,76,14874,16168,31042,5190,6756,15308,6759,1212,254,330,1108,717,2511,7222,7,5,3,2778263 .75,47,2,840
2014,Quinto Romano,62,2352,2457,4809,657,419,2324,922,124,37,52,147,82,264,1163,1,1,0,1645859 .77,19,0,1680
2014,Quintosole,39,632,160,792,70,138,165,93,8,2,1,92,142,17,101,0,0,0,1057528 .77,4,0,0
2014,Ripamonti,38,6755,7178,13933,2218,1677,6698,2548,444,119,96,471,389,932,3632,4,2,1,1853233 .5,34,0,930
2014,Rogoredo,33,4992,4760,9752,1977,1884,4799,2160,198,116,62,338,322,386,1370,2,1,1,1200161 .64,8,0,0
2014,Ronchetto delle Rane,40,406,371,777,177,127,312,88,16,5,4,14,7,31,100,0,0,0,188870 .6,1,0,0
2014,Ronchetto sul Naviglio,48,6963,7641,14604,2071,1775,7424,3232,537,119,134,505,390,1138,4174,4,4,3,2406775 .2,39,0,4430
2014,S. Cristoforo,45,6347,6776,13123,2021,2418,7086,3574,405,133,121,440,481,813,3024,5,1,1,1596174 .14,37,0,4200
2014,S. Siro,60,5995,6486,12481,2311,2116,5742,1963,364,98,118,834,407,925,2897,6,8,4,3435307 .37,65,0,0
2014,Sacco,74,138,115,253,39,50,123,50,3,2,1,11,12,12,53,0,0,0,708465 .8,4,0,2204
2014,Sarpi,69,13591,15920,29511,4724,4878,14530,6660,1018,266,246,1349,1144,2101,6224,5,4,3,1811914 .53,70,0,0
2014,Scalo Romana,36,6110,5551,11661,1709,3984,5813,2816,257,93,73,642,694,522,2065,0,1,0,1736727 .98,26,0,2000
2014,Selinunte,57,12732,13805,26537,4469,9256,13580,6748,1137,297,258,1257,1460,2061,5857,2,1,0,984925 .54,47,0,0
2014,Stadera,42,14563,15349,29912,4818,5886,15813,7619,1163,276,289,1257,899,2272,6774,8,5,3,3232237 .35,47,1,2600
2014,Stephenson,75,44,33,77,10,20,34,14,1,0,0,2,5,3,17,0,0,0,560097 .89,0,0,0
2014,Tibaldi,43,5451,6036,11487,1425,1918,6114,3092,540,79,89,624,468,982,2954,2,1,1,786214 .31,22,0,0
2014,Ticinese,6,9056,10542,19598,2706,2130,9866,4630,654,162,177,941,752,1310,4364,8,3,2,1255064 .75,37,0,184
2014,Tortona,50,6728,8139,14867,2338,1224,7231,2999,564,106,155,520,446,1176,3668,4,2,0,996786 .39,23,1,730
2014,Tre Torri,59,740,849,1589,313,205,732,294,60,9,15,57,82,116,348,0,0,0,513316 .34,14,0,780
2014,Trenno,64,2126,2028,4154,527,294,1959,762,99,14,26,162,172,231,1118,2,0,0,489710 .56,13,0,225
2014,Triulzo Superiore,32,891,622,1513,274,1044,801,475,16,28,8,127,109,29,113,0,0,0,1395022 .03,14,1,0
2014,Umbria - Molise,28,10523,11791,22314,3247,4405,11168,5144,909,208,230,856,836,1847,5299,3,1,1,1192396 .73,43,1,2910
2014,Viale Monza,16,13675,14474,28149,4383,6481,14333,6605,878,299,232,1136,1147,1812,6390,10,6,2,3005623 .49,64,4,0
2014,Vigentina,5,6277,7271,13548,2180,1452,6391,2632,534,91,132,546,449,1185,3388,4,3,3,1135239 .32,39,0,0
2014,Villapizzone,71,19514,20475,39989,6487,12507,19763,8924,1490,403,418,1765,1608,2945,8384,11,8,3,3427070 .6,84,0,902
2014,Washington,51,11759,14523,26282,4213,2559,13378,6127,1143,221,243,973,889,2260,6577,4,3,3,1306450 .76,59,0,2440
2014,XXII Marzo,26,14193,16787,30980,4628,2901,15412,6900,1199,258,309,1029,1092,2446,7643,5,3,3,1637499 .71,68,0,1140
2014,N.D.,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,Adriano,17,8191,7800,15991,3043,3342,7184,2867,295,150,107,351,537,605,2440,4,1,0,2431560 .11,34,0,1360
2015,Affori,80,12254,12286,24540,4110,7125,11865,5017,692,249,188,565,854,1452,4835,6,3,2,2070893 .65,21,2,1550
2015,Baggio,55,14042,15506,29548,4665,5302,14801,6662,1143,224,350,588,738,2440,7866,7,3,2,3478599 .96,55,0,0
2015,Bande Nere,52,19828,23779,43607,6140,6597,22139,10121,2310,332,665,943,1330,4889,12504,15,7,7,2663880 .93,73,3,0
2015,Barona,46,7878,8926,16804,2307,2171,7859,3148,697,86,241,354,226,1529,5295,3,3,1,2006324 .59,59,0,1240
2015,Bicocca,15,4170,4054,8224,1470,1322,3900,1629,137,109,44,241,396,322,1268,0,0,0,1534521 .13,39,3,3070
2015,Bovisa,77,6849,6568,13417,2071,4751,7260,3951,441,118,109,358,687,786,2370,4,2,1,1913132 .63,27,1,3470
2015,Bovisasca,81,3363,3745,7108,1070,932,3316,1256,262,48,104,166,145,648,1957,3,1,1,1576826 .44,23,0,0
2015,Brera,2,8322,9549,17871,2863,2471,8962,4127,601,143,160,635,807,1231,4141,5,5,3,1637395 .23,63,4,1354
2015,Bruzzano,83,6254,6588,12842,2130,2368,6137,2409,342,111,113,292,341,820,3024,3,2,1,1667691 .29,21,1,0
2015,Buenos Aires - Venezia,21,28512,32690,61202,9133,7456,30403,13555,2156,457,557,1509,2179,4502,14228,9,5,4,2877542 .27,119,5,1220
2015,Cantalupa,47,247,229,476,71,70,245,109,5,1,1,20,14,10,89,0,0,0,926716 .81,2,0,1460
2015,Cascina Triulza - Expo,73,623,93,716,14,121,21,7,0,0,1,61,151,1,32,0,0,0,1729126 .9,1,0,2204
2015,Centrale,10,9131,8705,17836,2469,4384,8621,3889,522,155,147,517,912,1118,3614,3,3,3,1556077 .52,65,5,878
2015,Chiaravalle,34,551,535,1086,139,149,528,215,31,7,6,38,15,56,246,1,0,0,311640 .12,4,0,0
2015,Città Studi,22,16553,19491,36044,4941,5395,18157,8320,1599,292,420,874,1035,3259,9279,7,8,5,2207487 .44,88,2,564
2015,Comasina,82,4675,4774,9449,1754,3031,4366,1854,361,87,99,244,236,668,1906,3,2,2,926734 .56,24,1,0
2015,Corsica,25,8766,10320,19086,2702,2797,9465,4134,785,163,206,439,625,1698,4758,5,3,3,1081329 .7,35,2,1930
2015,De Angeli - Monte Rosa,58,9259,11338,20597,3178,2468,10347,4773,847,170,228,539,674,1806,5125,3,2,3,1323078 .54,249,2,1550
2015,Dergano,79,11784,10785,22569,3734,7899,11048,5200,605,214,169,572,963,1260,3914,3,3,3,1358615 .04,29,3,325
2015,Duomo,1,7965,8669,16634,2693,2077,8198,3738,524,157,122,490,820,1077,3684,4,4,3,2341704 .07,106,8,0
2015,Ex OM - Morivione,37,3673,4001,7674,1323,1287,3537,1512,203,70,117,199,275,582,1656,2,2,1,817976 .68,10,0,510
2015,Farini,78,2093,1883,3976,592,1465,1924,843,84,50,30,118,184,162,622,0,0,0,1010230 .89,17,0,325
2015,Figino,63,951,985,1936,336,393,952,414,44,15,17,36,85,100,391,2,2,1,1424713 .85,11,0,0
2015,Forze Armate,56,11511,12756,24267,3656,4220,12268,5718,889,183,257,536,608,1809,6267,7,6,2,3206902 .39,66,2,0
2015,Gallaratese,65,14923,17210,32133,4260,2885,16419,7380,1657,171,490,680,682,3804,11281,6,6,3,3894538 .21,87,5,2570
2015,Garibaldi Repubblica,9,2517,2770,5287,704,709,2616,1199,178,53,48,210,279,370,1139,1,0,0,785668 .25,27,2,1290
2015,Ghisolfa,70,8207,9245,17452,2749,3034,8626,3771,732,173,171,407,565,1436,3893,0,0,0,1051452 .21,32,0,203
2015,Giambellino,49,14945,16643,31588,5190,8035,16074,7670,1281,268,312,821,931,2418,7124,2,2,2,1965274 .21,57,4,1890
2015,Giardini Porta Venezia,3,28,27,55,10,14,22,8,1,1,0,1,5,2,6,1,0,0,249646 .83,3,0,0
2015,Gratosoglio - Ticinello,41,8835,9893,18728,2966,2659,8646,3314,762,110,242,499,382,1840,5566,3,4,2,3312818 .32,37,0,2153
2015,Greco,13,7424,7822,15246,2377,3756,7471,3334,616,151,151,415,598,1263,3406,2,2,2,1768669 .43,35,0,3460
2015,Guastalla,4,6838,8091,14929,2305,1844,7404,3224,530,122,147,414,548,1147,3696,6,7,9,1548020 .74,52,2,0
2015,Isola,11,10966,11637,22603,3218,4172,11163,5012,721,202,210,545,918,1512,4652,3,2,2,1322966 .34,53,1,285
2015,Lambrate,23,5350,5648,10998,1900,2060,5326,2430,323,116,109,258,427,780,2122,6,4,2,3096861 .87,39,0,1595
2015,Lodi - Corvetto,35,17350,18752,36102,5468,9242,18045,8224,1535,322,461,957,1175,3147,8770,9,7,4,3639092 .52,54,4,1680
2015,Lorenteggio,53,6445,7234,13679,2159,1965,6496,2582,652,78,197,240,323,1488,3741,5,4,2,2635327 .1,44,0,2100
2015,Loreto,20,22836,21501,44337,6438,15401,21632,9768,1193,411,360,1294,2145,2456,7807,7,5,4,1747565 .53,56,2,640
2015,Maciachini - Maggiolina,12,12386,13634,26020,3793,5269,13035,6029,1055,224,276,572,778,2155,6214,8,3,2,1674980 .95,51,1,458
2015,Magenta - S. Vittore,7,8006,9258,17264,3002,1854,8288,3385,589,146,161,444,0,1236,3925,5,6,4,1390146 .88,58,4,1840
2015,Maggiore - Musocco,72,2386,2565,4951,815,823,2708,1267,178,39,57,97,130,330,1326,2,2,1,3030188 .71,47,0,0
2015,Mecenate,30,8837,10185,19022,2829,3035,9681,4343,1137,118,309,377,453,2422,5504,5,4,2,3821389 .97,86,0,1940
2015,Muggiano,54,1524,1537,3061,749,203,1351,508,37,27,12,54,39,76,334,1,1,0,444218 .42,7,0,1040
2015,Navigli,44,8023,9057,17080,2510,2277,8592,4170,541,191,160,488,640,1089,3420,4,1,0,1483927 .87,58,2,8020
